Timestamp,Source,BSSID,Channel,FrequencyMHz,Band
1766154774.870884,00:3e:73:42:9f:78,00:3e:73:42:9f:78,,5540,5GHz
1766154774.871134,00:3e:73:42:9f:79,00:3e:73:42:9f:79,,5540,5GHz
1766154774.871383,00:3e:73:42:9f:7a,00:3e:73:42:9f:7a,,5540,5GHz
1766154774.871760,00:3e:73:42:9f:7b,00:3e:73:42:9f:7b,,5540,5GHz
1766154774.872929,4a:8d:9b:29:b3:89,ff:ff:ff:ff:ff:ff,,5540,5GHz
1766154774.873552,00:3e:73:42:9f:78,00:3e:73:42:9f:78,,5540,5GHz
1766154774.873918,00:3e:73:42:9f:7b,00:3e:73:42:9f:7b,,5540,5GHz
1766154774.883195,4a:8d:9b:29:b3:89,ff:ff:ff:ff:ff:ff,,5540,5GHz
1766154774.883526,00:3e:73:42:9f:78,00:3e:73:42:9f:78,,5540,5GHz
1766154774.883899,00:3e:73:42:9f:7b,00:3e:73:42:9f:7b,,5540,5GHz
1766154773.986672,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154773.987365,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154774.010766,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154774.040790,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.041787,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154774.056760,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.059025,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.061268,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.063391,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.064236,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.068620,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.069621,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.070247,00:3e:73:71:16:02,00:3e:73:71:16:02,,2412,2.4GHz
1766154774.071864,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,,2412,2.4GHz
1766154774.076219,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.076807,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.077352,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.077897,00:3e:73:42:b7:33,00:3e:73:42:b7:33,,2412,2.4GHz
1766154774.089051,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154774.089505,00:3e:73:42:b7:33,00:3e:73:42:b7:33,1.0,2412,2.4GHz
1766154774.089751,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154774.113686,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.125877,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.136868,0c:8b:7d:74:b7:41,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.142952,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154774.208939,26:f3:b6:bf:e4:88,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.211367,02:95:9d:e8:2d:df,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.216151,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.244823,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.293825,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154774.294284,00:3e:73:42:b7:33,00:3e:73:42:b7:33,1.0,2412,2.4GHz
1766154774.294530,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154774.301689,56:66:91:ca:5e:01,ff:ff:ff:ff:ff:ff,,2412,2.4GHz
1766154774.304779,38:88:71:05:eb:32,38:88:71:05:eb:32,1.0,2412,2.4GHz
1766154774.317944,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154774.318584,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.349213,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.349633,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154774.396311,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154774.422944,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.435498,00:3e:73:71:16:02,00:3e:73:71:16:02,,2412,2.4GHz
1766154774.450151,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.450850,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154774.498657,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154774.499334,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154774.509614,38:88:71:05:eb:32,38:88:71:05:eb:32,1.0,2412,2.4GHz
1766154774.512028,00:3e:73:71:16:02,00:3e:73:71:16:02,,2412,2.4GHz
1766154774.512623,00:3e:73:71:16:02,00:3e:73:71:16:02,,2412,2.4GHz
1766154774.513295,00:3e:73:71:16:02,00:3e:73:71:16:02,,2412,2.4GHz
1766154774.523247,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.552757,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.553528,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154774.601060,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154774.601470,00:3e:73:42:b7:33,00:3e:73:42:b7:33,1.0,2412,2.4GHz
1766154774.601713,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154774.625142,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154774.625595,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154774.654796,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154774.656262,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154774.697531,fe:64:ae:ed:6c:12,ff:ff:ff:ff:ff:ff,,2417,2.4GHz
1766154774.712916,fe:64:ae:ed:6c:12,ff:ff:ff:ff:ff:ff,,2417,2.4GHz
1766154774.799576,fe:64:ae:ed:6c:12,ff:ff:ff:ff:ff:ff,,2417,2.4GHz
1766154774.830198,fe:64:ae:ed:6c:12,ff:ff:ff:ff:ff:ff,,2417,2.4GHz
1766154774.934352,62:a3:5f:d0:db:15,ff:ff:ff:ff:ff:ff,,5540,5GHz
1766154774.934704,00:3e:73:42:9f:75,00:3e:73:42:9f:75,,5540,5GHz
1766154774.948850,62:a3:5f:d0:db:15,ff:ff:ff:ff:ff:ff,,5540,5GHz
1766154774.949218,00:3e:73:42:9f:75,00:3e:73:42:9f:75,,5540,5GHz
1766154774.949448,00:3e:73:42:9f:75,00:3e:73:42:9f:75,,5540,5GHz
1766154774.949811,00:3e:73:42:9f:75,00:3e:73:42:9f:75,,5540,5GHz
1766154774.950185,00:3e:73:42:9f:75,00:3e:73:42:9f:75,,5540,5GHz
1766154774.960960,00:3e:73:42:b0:e4,00:3e:73:42:b0:e4,,5240,5GHz
1766154774.961168,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154774.961407,00:3e:73:42:b0:e8,00:3e:73:42:b0:e8,,5240,5GHz
1766154774.961675,00:3e:73:42:b0:e9,00:3e:73:42:b0:e9,,5240,5GHz
1766154774.962029,00:3e:73:42:b0:ea,00:3e:73:42:b0:ea,,5240,5GHz
1766154774.962300,00:3e:73:42:b0:eb,00:3e:73:42:b0:eb,,5240,5GHz
1766154775.063327,00:3e:73:42:b0:e4,00:3e:73:42:b0:e4,,5240,5GHz
1766154775.063508,46:1f:50:30:21:10,ff:ff:ff:ff:ff:ff,,5240,5GHz
1766154775.063755,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.064009,00:3e:73:42:b0:e8,00:3e:73:42:b0:e8,,5240,5GHz
1766154775.064399,00:3e:73:42:b0:e9,00:3e:73:42:b0:e9,,5240,5GHz
1766154775.064633,00:3e:73:42:b0:ea,00:3e:73:42:b0:ea,,5240,5GHz
1766154775.065009,00:3e:73:42:b0:eb,00:3e:73:42:b0:eb,,5240,5GHz
1766154775.065257,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.065508,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.065921,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.066259,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.076911,46:1f:50:30:21:10,ff:ff:ff:ff:ff:ff,,5240,5GHz
1766154775.077639,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.078009,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.078257,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.078634,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.165709,00:3e:73:42:b0:e4,00:3e:73:42:b0:e4,,5240,5GHz
1766154775.165928,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.166270,00:3e:73:42:b0:e8,00:3e:73:42:b0:e8,,5240,5GHz
1766154775.166550,00:3e:73:42:b0:e9,00:3e:73:42:b0:e9,,5240,5GHz
1766154775.166865,00:3e:73:42:b0:ea,00:3e:73:42:b0:ea,,5240,5GHz
1766154775.167187,00:3e:73:42:b0:eb,00:3e:73:42:b0:eb,,5240,5GHz
1766154775.183303,76:04:7a:e9:7c:1c,ff:ff:ff:ff:ff:ff,,5240,5GHz
1766154775.183759,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.184048,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.184419,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.184758,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.197926,76:04:7a:e9:7c:1c,ff:ff:ff:ff:ff:ff,,5240,5GHz
1766154775.198271,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.198911,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.199281,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.199891,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.212811,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.213183,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.213787,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.214530,00:3e:73:42:b0:e5,00:3e:73:42:b0:e5,,5240,5GHz
1766154775.523473,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154775.530931,00:3e:73:42:d7:12,00:3e:73:42:d7:12,1.0,2412,2.4GHz
1766154775.546812,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154775.547257,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154775.576325,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154775.625214,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154775.625531,00:3e:73:42:b7:33,00:3e:73:42:b7:33,1.0,2412,2.4GHz
1766154775.625801,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154775.633306,00:3e:73:42:d7:12,00:3e:73:42:d7:12,1.0,2412,2.4GHz
1766154775.636021,38:88:71:05:eb:32,38:88:71:05:eb:32,1.0,2412,2.4GHz
1766154775.649196,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154775.649653,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154775.680567,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154775.681008,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154775.727593,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154775.728035,00:3e:73:42:b7:33,00:3e:73:42:b7:33,1.0,2412,2.4GHz
1766154775.728133,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154775.735671,00:3e:73:42:d7:12,00:3e:73:42:d7:12,1.0,2412,2.4GHz
1766154775.751962,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154775.752445,00:3e:73:71:16:02,00:3e:73:71:16:02,1.0,2412,2.4GHz
1766154775.612221,02:9e:d5:a2:6f:22,ff:ff:ff:ff:ff:ff,,2432,2.4GHz
1766154775.796903,00:3e:73:42:be:23,00:3e:73:42:be:23,,2437,2.4GHz
1766154775.797409,00:3e:73:42:be:23,00:3e:73:42:be:23,,2437,2.4GHz
1766154775.797931,00:3e:73:42:be:23,00:3e:73:42:be:23,,2437,2.4GHz
1766154775.798423,00:3e:73:42:be:23,00:3e:73:42:be:23,,2437,2.4GHz
1766154775.800002,00:3e:73:42:be:22,00:3e:73:42:be:22,6.0,2437,2.4GHz
1766154775.800501,00:3e:73:42:be:23,00:3e:73:42:be:23,6.0,2437,2.4GHz
1766154775.800678,00:3e:73:42:be:25,00:3e:73:42:be:25,6.0,2437,2.4GHz
1766154775.830999,00:3e:73:42:95:d3,00:3e:73:42:95:d3,6.0,2437,2.4GHz
1766154775.891586,3e:76:d4:0b:6b:90,ff:ff:ff:ff:ff:ff,,2437,2.4GHz
1766154775.902062,00:3e:73:42:be:22,00:3e:73:42:be:22,6.0,2437,2.4GHz
1766154775.902470,00:3e:73:42:be:23,00:3e:73:42:be:23,6.0,2437,2.4GHz
1766154775.902716,00:3e:73:42:be:25,00:3e:73:42:be:25,6.0,2437,2.4GHz
1766154775.920207,3e:76:d4:0b:6b:90,ff:ff:ff:ff:ff:ff,,2437,2.4GHz
1766154775.949776,3e:76:d4:0b:6b:90,ff:ff:ff:ff:ff:ff,,2437,2.4GHz
1766154776.348098,38:88:71:05:eb:33,38:88:71:05:eb:33,52.0,5260,5GHz
1766154776.351547,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.351883,00:3e:73:42:be:34,00:3e:73:42:be:34,,5260,5GHz
1766154776.352135,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.352553,00:3e:73:42:be:38,00:3e:73:42:be:38,,5260,5GHz
1766154776.352787,00:3e:73:42:be:39,00:3e:73:42:be:39,,5260,5GHz
1766154776.353023,00:3e:73:42:be:3a,00:3e:73:42:be:3a,,5260,5GHz
1766154776.353416,00:3e:73:42:be:3b,00:3e:73:42:be:3b,,5260,5GHz
1766154776.353682,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.354028,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.354403,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.420712,00:3e:73:42:be:34,00:3e:73:42:be:34,,5260,5GHz
1766154776.421009,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.421260,00:3e:73:42:be:38,00:3e:73:42:be:38,,5260,5GHz
1766154776.421524,00:3e:73:42:be:39,00:3e:73:42:be:39,,5260,5GHz
1766154776.421759,00:3e:73:42:be:3a,00:3e:73:42:be:3a,,5260,5GHz
1766154776.422143,00:3e:73:42:be:3b,00:3e:73:42:be:3b,,5260,5GHz
1766154776.450439,38:88:71:05:eb:33,38:88:71:05:eb:33,52.0,5260,5GHz
1766154776.523214,00:3e:73:42:be:34,00:3e:73:42:be:34,,5260,5GHz
1766154776.523433,00:3e:73:42:be:35,00:3e:73:42:be:35,,5260,5GHz
1766154776.523708,00:3e:73:42:be:38,00:3e:73:42:be:38,,5260,5GHz
1766154776.524058,00:3e:73:42:be:39,00:3e:73:42:be:39,,5260,5GHz
1766154776.524339,00:3e:73:42:be:3a,00:3e:73:42:be:3a,,5260,5GHz
1766154776.524529,00:3e:73:42:be:3b,00:3e:73:42:be:3b,,5260,5GHz
1766154776.552814,38:88:71:05:eb:33,38:88:71:05:eb:33,52.0,5260,5GHz
1766154776.601724,02:13:37:ac:84:38,ff:ff:ff:ff:ff:ff,,2452,2.4GHz
1766154776.662215,38:94:ed:be:01:80,38:94:ed:be:01:80,,2452,2.4GHz
1766154776.004476,00:3e:73:42:be:22,00:3e:73:42:be:22,6.0,2437,2.4GHz
1766154776.005023,00:3e:73:42:be:23,00:3e:73:42:be:23,6.0,2437,2.4GHz
1766154776.094887,c8:1c:fe:7b:7a:f2,ff:ff:ff:ff:ff:ff,,2442,2.4GHz
1766154776.111217,c8:1c:fe:7b:7a:f2,ff:ff:ff:ff:ff:ff,,2442,2.4GHz
1766154777.045225,9e:69:c7:4e:f3:0d,ff:ff:ff:ff:ff:ff,,2417,2.4GHz
1766154777.114214,00:3e:73:42:b5:e2,00:3e:73:42:b5:e2,11.0,2462,2.4GHz
1766154777.114864,00:3e:73:42:b5:e5,00:3e:73:42:b5:e5,11.0,2462,2.4GHz
1766154777.120350,00:3e:73:42:b1:03,00:3e:73:42:b1:03,,2462,2.4GHz
1766154777.120877,00:3e:73:42:b1:03,00:3e:73:42:b1:03,,2462,2.4GHz
1766154777.121868,00:3e:73:42:b1:03,00:3e:73:42:b1:03,,2462,2.4GHz
1766154777.148225,00:3e:73:42:b1:03,00:3e:73:42:b1:03,,2462,2.4GHz
1766154777.193733,00:3e:73:42:b1:02,00:3e:73:42:b1:02,11.0,2462,2.4GHz
1766154777.194182,00:3e:73:42:b1:03,00:3e:73:42:b1:03,11.0,2462,2.4GHz
1766154777.194516,00:3e:73:42:b1:05,00:3e:73:42:b1:05,11.0,2462,2.4GHz
1766154777.297860,00:3e:73:42:b1:02,00:3e:73:42:b1:02,11.0,2462,2.4GHz
1766154777.298292,00:3e:73:42:b1:03,00:3e:73:42:b1:03,11.0,2462,2.4GHz
1766154777.298550,00:3e:73:42:b1:05,00:3e:73:42:b1:05,11.0,2462,2.4GHz
1766154777.390460,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154777.421817,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154777.424138,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154777.424655,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154777.468279,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154777.492347,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154777.522306,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154777.522874,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154777.523243,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154777.624095,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154777.624591,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154777.625516,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154777.673064,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154777.673758,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154777.684010,38:88:71:05:eb:32,38:88:71:05:eb:32,1.0,2412,2.4GHz
1766154777.697127,00:3e:73:71:16:01,00:3e:73:71:16:01,1.0,2412,2.4GHz
1766154777.729153,00:3e:73:42:d1:d2,00:3e:73:42:d1:d2,1.0,2412,2.4GHz
1766154777.729591,00:3e:73:42:d1:d3,00:3e:73:42:d1:d3,1.0,2412,2.4GHz
1766154777.729829,00:3e:73:42:d1:d5,00:3e:73:42:d1:d5,1.0,2412,2.4GHz
1766154777.775504,00:3e:73:42:b7:32,00:3e:73:42:b7:32,1.0,2412,2.4GHz
1766154777.776147,00:3e:73:42:b7:35,00:3e:73:42:b7:35,1.0,2412,2.4GHz
1766154777.786439,38:88:71:05:eb:32,38:88:71:05:eb:32,1.0,2412,2.4GHz
